order_id,order_placement_date,customer_id,product_id,order_qty,agreed_delivery_date,actual_delivery_date,delivery_qty,In Full,On Time,On Time In Full,product_name,category,customer_name,city,total_amount
FMR32422301,2025-03-01,789422,25891301,63,2025-03-02,2025-03-02,63,1,1,1,AM Ghee 250,Dairy,Lotus Mart,Vadodara,14175.0
FMR33422301,2025-03-01,789422,25891301,63,2025-03-03,2025-03-05,60,0,0,0,AM Ghee 250,Dairy,Lotus Mart,Vadodara,14175.0
FMR34303602,2025-03-01,789303,25891102,352,2025-03-04,2025-03-04,317,0,1,0,AM Milk 250,Dairy,Expression Stores,Vadodara,21824.0
FMR34401102,2025-03-01,789401,25891102,369,2025-03-04,2025-03-03,369,1,1,1,AM Milk 250,Dairy,Wegmans,"New Jersey, US",64052.05
FMR34520302,2025-03-01,789520,25891102,373,2025-03-04,2025-03-05,336,0,0,0,AM Milk 250,Dairy,Fairway Market,"New Jersey, US",64746.38
FMR32121102,2025-03-01,789121,25891102,397,2025-03-02,2025-03-01,377,0,1,0,AM Milk 250,Dairy,Coolblue,Ahmedabad,24614.0
FMR33902203,2025-03-01,789902,25891102,494,2025-03-03,2025-03-03,395,0,1,0,AM Milk 250,Dairy,Elite Mart,Ahmedabad,30628.0
FMR34902102,2025-03-01,789902,25891102,465,2025-03-04,2025-03-05,465,1,0,0,AM Milk 250,Dairy,Elite Mart,Ahmedabad,28830.0
FMR32503401,2025-03-01,789503,25891102,459,2025-03-02,2025-03-02,367,0,1,0,AM Milk 250,Dairy,Viveks Stores,Vadodara,28458.0
FMR32720302,2025-03-01,789720,25891102,402,2025-03-02,2025-03-02,402,1,1,1,AM Milk 250,Dairy,Colonial Farms,"New Jersey, US",69780.29
FMR33720202,2025-03-01,789720,25891102,483,2025-03-03,2025-03-03,483,1,1,1,AM Milk 250,Dairy,Colonial Farms,"New Jersey, US",83840.49
FMR34321602,2025-03-01,789321,25891102,368,2025-03-04,2025-03-04,331,0,1,0,AM Milk 250,Dairy,Chiptec Stores,Ahmedabad,22816.0
FMR32103503,2025-03-01,789103,25891102,307,2025-03-02,2025-03-02,246,0,1,0,AM Milk 250,Dairy,Vijay Stores,Vadodara,19034.0
FMR32421102,2025-03-01,789421,25891102,309,2025-03-02,2025-03-04,278,0,0,0,AM Milk 250,Dairy,Lotus Mart,Ahmedabad,19158.0
FMR34421301,2025-03-01,789421,25891102,412,2025-03-04,2025-03-04,391,0,1,0,AM Milk 250,Dairy,Lotus Mart,Ahmedabad,25544.0
FMR34320102,2025-03-01,789320,25891102,432,2025-03-04,2025-03-05,432,1,0,0,AM Milk 250,Dairy,Whole Foods Market,"New Jersey, US",74987.77
FMR32420102,2025-03-01,789420,25891102,310,2025-03-02,2025-03-05,310,1,0,0,AM Milk 250,Dairy,Lidl,"New Jersey, US",53810.67
FMR32702601,2025-03-01,789702,25891102,478,2025-03-02,2025-03-02,454,0,1,0,AM Milk 250,Dairy,Sorefoz Mart,Ahmedabad,29636.0
FMR34220601,2025-03-01,789220,25891102,473,2025-03-04,2025-03-04,473,1,1,1,AM Milk 250,Dairy,ShopRite,"New Jersey, US",82104.66
FMR34201202,2025-03-01,789201,25891102,372,2025-03-04,2025-03-04,353,0,1,0,AM Milk 250,Dairy,Rel Fresh,"New Jersey, US",64572.8
FMR32102102,2025-03-01,789102,25891102,496,2025-03-02,2025-03-01,496,1,1,1,AM Milk 250,Dairy,Vijay Stores,Ahmedabad,30752.0
FMR34122102,2025-03-01,789122,25891102,443,2025-03-04,2025-03-06,399,0,0,0,AM Milk 250,Dairy,Coolblue,Vadodara,27466.0
FMR33621102,2025-03-01,789621,25891102,480,2025-03-03,2025-03-06,480,1,0,0,AM Milk 250,Dairy,Expert Mart,Ahmedabad,29760.0
FMR32622502,2025-03-01,789622,25891502,153,2025-03-02,2025-03-02,138,0,1,0,AM Biscuits 500,Food,Expert Mart,Vadodara,30600.0
FMR33622502,2025-03-01,789622,25891502,132,2025-03-03,2025-03-03,132,1,1,1,AM Biscuits 500,Food,Expert Mart,Vadodara,26400.0
FMR32420602,2025-03-01,789420,25891502,165,2025-03-02,2025-03-04,157,0,0,0,AM Biscuits 500,Food,Lidl,"New Jersey, US",85923.49
FMR32201502,2025-03-01,789201,25891502,160,2025-03-02,2025-03-02,160,1,1,1,AM Biscuits 500,Food,Rel Fresh,"New Jersey, US",83319.74
FMR33220603,2025-03-01,789220,25891502,211,2025-03-03,2025-03-03,211,1,1,1,AM Biscuits 500,Food,ShopRite,"New Jersey, US",109877.91
FMR33202502,2025-03-01,789202,25891502,141,2025-03-03,2025-03-03,134,0,1,0,AM Biscuits 500,Food,Rel Fresh,Ahmedabad,28200.0
FMR33520502,2025-03-01,789520,25891502,173,2025-03-03,2025-03-06,173,1,0,0,AM Biscuits 500,Food,Fairway Market,"New Jersey, US",90089.47
FMR34520503,2025-03-01,789520,25891502,143,2025-03-04,2025-03-07,129,0,0,0,AM Biscuits 500,Food,Fairway Market,"New Jersey, US",74467.02
FMR33503502,2025-03-01,789503,25891502,238,2025-03-03,2025-03-03,238,1,1,1,AM Biscuits 500,Food,Viveks Stores,Vadodara,47600.0
FMR34503502,2025-03-01,789503,25891502,231,2025-03-04,2025-03-03,231,1,1,1,AM Biscuits 500,Food,Viveks Stores,Vadodara,46200.0
FMR33401603,2025-03-01,789401,25891502,140,2025-03-03,2025-03-03,133,0,1,0,AM Biscuits 500,Food,Wegmans,"New Jersey, US",72904.78
FMR34401503,2025-03-01,789401,25891502,200,2025-03-04,2025-03-04,200,1,1,1,AM Biscuits 500,Food,Wegmans,"New Jersey, US",104149.68
FMR34721502,2025-03-01,789721,25891502,123,2025-03-04,2025-03-05,98,0,0,0,AM Biscuits 500,Food,Logic Stores,Ahmedabad,24600.0
FMR34702502,2025-03-01,789702,25891502,239,2025-03-04,2025-03-04,215,0,1,0,AM Biscuits 500,Food,Sorefoz Mart,Ahmedabad,47800.0
FMR33521502,2025-03-01,789521,25891502,167,2025-03-03,2025-03-05,167,1,0,0,AM Biscuits 500,Food,Acclaimed Stores,Ahmedabad,33400.0
FMR33520502,2025-03-01,789520,25891403,359,2025-03-03,2025-03-06,341,0,0,0,AM Curd 50,Dairy,Fairway Market,"New Jersey, US",31158.11
FMR33320501,2025-03-01,789320,25891403,239,2025-03-03,2025-03-03,239,1,1,1,AM Curd 50,Dairy,Whole Foods Market,"New Jersey, US",20743.14
FMR34422403,2025-03-01,789422,25891403,265,2025-03-04,2025-03-06,252,0,0,0,AM Curd 50,Dairy,Lotus Mart,Vadodara,2650.0
FMR32903403,2025-03-01,789903,25891403,244,2025-03-02,2025-03-02,220,0,1,0,AM Curd 50,Dairy,Elite Mart,Vadodara,2440.0
FMR32420403,2025-03-01,789420,25891403,397,2025-03-02,2025-03-02,318,0,1,0,AM Curd 50,Dairy,Lidl,"New Jersey, US",34456.19
FMR33101403,2025-03-01,789101,25891403,315,2025-03-03,2025-03-03,283,0,1,0,AM Curd 50,Dairy,Costco Wholesale,"New Jersey, US",27339.29
FMR32202603,2025-03-01,789202,25891403,440,2025-03-02,2025-03-02,440,1,1,1,AM Curd 50,Dairy,Rel Fresh,Ahmedabad,4400.0
FMR34303602,2025-03-01,789303,25891403,427,2025-03-04,2025-03-04,406,0,1,0,AM Curd 50,Dairy,Expression Stores,Vadodara,4270.0
FMR32121403,2025-03-01,789121,25891403,441,2025-03-02,2025-03-02,441,1,1,1,AM Curd 50,Dairy,Coolblue,Ahmedabad,4410.0
FMR34522403,2025-03-01,789522,25891403,320,2025-03-04,2025-03-05,320,1,0,0,AM Curd 50,Dairy,Acclaimed Stores,Vadodara,3200.0
FMR34103403,2025-03-01,789103,25891403,467,2025-03-04,2025-03-04,420,0,1,0,AM Curd 50,Dairy,Vijay Stores,Vadodara,4670.0
FMR32220503,2025-03-01,789220,25891403,465,2025-03-02,2025-03-02,372,0,1,0,AM Curd 50,Dairy,ShopRite,"New Jersey, US",40358.0
FMR32622503,2025-03-01,789622,25891503,208,2025-03-02,2025-03-01,198,0,1,0,AM Biscuits 250,Food,Expert Mart,Vadodara,20800.0
FMR34622602,2025-03-01,789622,25891503,241,2025-03-04,2025-03-04,241,1,1,1,AM Biscuits 250,Food,Expert Mart,Vadodara,24100.0
FMR33720503,2025-03-01,789720,25891503,146,2025-03-03,2025-03-04,146,1,0,0,AM Biscuits 250,Food,Colonial Farms,"New Jersey, US",38014.63
FMR32220503,2025-03-01,789220,25891503,115,2025-03-02,2025-03-02,103,0,1,0,AM Biscuits 250,Food,ShopRite,"New Jersey, US",29943.03
FMR33220603,2025-03-01,789220,25891503,239,2025-03-03,2025-03-03,239,1,1,1,AM Biscuits 250,Food,ShopRite,"New Jersey, US",62229.43
FMR34321602,2025-03-01,789321,25891503,246,2025-03-04,2025-03-04,246,1,1,1,AM Biscuits 250,Food,Chiptec Stores,Ahmedabad,24600.0
FMR32221603,2025-03-01,789221,25891503,158,2025-03-02,2025-03-02,158,1,1,1,AM Biscuits 250,Food,Atlas Stores,Ahmedabad,15800.0
FMR33221503,2025-03-01,789221,25891503,106,2025-03-03,2025-03-03,101,0,1,0,AM Biscuits 250,Food,Atlas Stores,Ahmedabad,10600.0
FMR32103503,2025-03-01,789103,25891503,126,2025-03-02,2025-03-02,120,0,1,0,AM Biscuits 250,Food,Vijay Stores,Vadodara,12600.0
FMR33401603,2025-03-01,789401,25891503,161,2025-03-03,2025-03-03,145,0,1,0,AM Biscuits 250,Food,Wegmans,"New Jersey, US",41920.25
FMR34401503,2025-03-01,789401,25891503,192,2025-03-04,2025-03-04,192,1,1,1,AM Biscuits 250,Food,Wegmans,"New Jersey, US",49991.85
FMR34721503,2025-03-01,789721,25891503,144,2025-03-04,2025-03-04,137,0,1,0,AM Biscuits 250,Food,Logic Stores,Ahmedabad,14400.0
FMR33320503,2025-03-01,789320,25891503,140,2025-03-03,2025-03-06,140,1,0,0,AM Biscuits 250,Food,Whole Foods Market,"New Jersey, US",36452.39
FMR34520503,2025-03-01,789520,25891503,233,2025-03-04,2025-03-07,221,0,0,0,AM Biscuits 250,Food,Fairway Market,"New Jersey, US",60667.19
FMR32101601,2025-03-01,789101,25891503,183,2025-03-02,2025-03-02,183,1,1,1,AM Biscuits 250,Food,Costco Wholesale,"New Jersey, US",47648.48
FMR32422503,2025-03-01,789422,25891503,138,2025-03-02,2025-03-03,110,0,0,0,AM Biscuits 250,Food,Lotus Mart,Vadodara,13800.0
FMR34603302,2025-03-01,789603,25891103,378,2025-03-04,2025-03-04,378,1,1,1,AM Milk 100,Dairy,Info Stores,Vadodara,9450.0
FMR34702602,2025-03-01,789702,25891103,480,2025-03-04,2025-03-03,432,0,1,0,AM Milk 100,Dairy,Sorefoz Mart,Ahmedabad,12000.0
FMR32601103,2025-03-01,789601,25891103,310,2025-03-02,2025-03-02,294,0,1,0,AM Milk 100,Dairy,Price Rite,"New Jersey, US",26905.33
FMR34601402,2025-03-01,789601,25891103,388,2025-03-04,2025-03-04,310,0,1,0,AM Milk 100,Dairy,Price Rite,"New Jersey, US",33675.06
FMR33303501,2025-03-01,789303,25891103,335,2025-03-03,2025-03-03,335,1,1,1,AM Milk 100,Dairy,Expression Stores,Vadodara,8375.0
FMR32621103,2025-03-01,789621,25891103,431,2025-03-02,2025-03-02,431,1,1,1,AM Milk 100,Dairy,Expert Mart,Ahmedabad,10775.0
FMR34621103,2025-03-01,789621,25891103,357,2025-03-04,2025-03-04,339,0,1,0,AM Milk 100,Dairy,Expert Mart,Ahmedabad,8925.0
FMR32501601,2025-03-01,789501,25891103,318,2025-03-02,2025-03-02,318,1,1,1,AM Milk 100,Dairy,Best Market,"New Jersey, US",27599.67
FMR33501401,2025-03-01,789501,25891103,400,2025-03-03,2025-03-03,400,1,1,1,AM Milk 100,Dairy,Best Market,"New Jersey, US",34716.56
FMR34501203,2025-03-01,789501,25891103,327,2025-03-04,2025-03-04,327,1,1,1,AM Milk 100,Dairy,Best Market,"New Jersey, US",28380.79
FMR34402202,2025-03-01,789402,25891103,340,2025-03-04,2025-03-04,272,0,1,0,AM Milk 100,Dairy,Propel Mart,Ahmedabad,8500.0
FMR32221603,2025-03-01,789221,25891103,430,2025-03-02,2025-03-02,430,1,1,1,AM Milk 100,Dairy,Atlas Stores,Ahmedabad,10750.0
FMR33522103,2025-03-01,789522,25891103,384,2025-03-03,2025-03-04,384,1,0,0,AM Milk 100,Dairy,Acclaimed Stores,Vadodara,9600.0
FMR33503502,2025-03-01,789503,25891103,325,2025-03-03,2025-03-03,309,0,1,0,AM Milk 100,Dairy,Viveks Stores,Vadodara,8125.0
FMR33122301,2025-03-01,789122,25891103,403,2025-03-03,2025-03-05,403,1,0,0,AM Milk 100,Dairy,Coolblue,Vadodara,10075.0
FMR34122103,2025-03-01,789122,25891103,458,2025-03-04,2025-03-03,458,1,1,1,AM Milk 100,Dairy,Coolblue,Vadodara,11450.0
FMR32401103,2025-03-01,789401,25891103,476,2025-03-02,2025-03-02,476,1,1,1,AM Milk 100,Dairy,Wegmans,"New Jersey, US",41312.71
FMR34301103,2025-03-01,789301,25891103,351,2025-03-04,2025-03-06,351,1,0,0,AM Milk 100,Dairy,Foodtown,"New Jersey, US",30463.78
FMR34902103,2025-03-01,789902,25891103,456,2025-03-04,2025-03-06,410,0,0,0,AM Milk 100,Dairy,Elite Mart,Ahmedabad,11400.0
FMR32202603,2025-03-01,789202,25891103,389,2025-03-02,2025-03-02,370,0,1,0,AM Milk 100,Dairy,Rel Fresh,Ahmedabad,9725.0
FMR34721103,2025-03-01,789721,25891103,468,2025-03-04,2025-03-06,468,1,0,0,AM Milk 100,Dairy,Logic Stores,Ahmedabad,11700.0
FMR33420203,2025-03-01,789420,25891103,357,2025-03-03,2025-03-06,357,1,0,0,AM Milk 100,Dairy,Lidl,"New Jersey, US",30984.53
FMR34420402,2025-03-01,789420,25891103,325,2025-03-04,2025-03-05,325,1,0,0,AM Milk 100,Dairy,Lidl,"New Jersey, US",28207.2
FMR32321103,2025-03-01,789321,25891103,478,2025-03-02,2025-03-03,478,1,0,0,AM Milk 100,Dairy,Chiptec Stores,Ahmedabad,11950.0
FMR33321602,2025-03-01,789321,25891103,465,2025-03-03,2025-03-03,419,0,1,0,AM Milk 100,Dairy,Chiptec Stores,Ahmedabad,11625.0
FMR32422401,2025-03-01,789422,25891103,317,2025-03-02,2025-03-04,317,1,0,0,AM Milk 100,Dairy,Lotus Mart,Vadodara,7925.0
FMR34522601,2025-03-01,789522,25891601,181,2025-03-04,2025-03-07,163,0,0,0,AM Tea 500,beverages,Acclaimed Stores,Vadodara,40725.0
FMR32202603,2025-03-01,789202,25891601,125,2025-03-02,2025-03-02,119,0,1,0,AM Tea 500,beverages,Rel Fresh,Ahmedabad,28125.0
FMR32702601,2025-03-01,789702,25891601,93,2025-03-02,2025-03-02,74,0,1,0,AM Tea 500,beverages,Sorefoz Mart,Ahmedabad,20925.0
FMR33520601,2025-03-01,789520,25891601,182,2025-03-03,2025-03-05,146,0,0,0,AM Tea 500,beverages,Fairway Market,"New Jersey, US",94776.21
FMR32902601,2025-03-01,789902,25891601,93,2025-03-02,2025-03-03,88,0,0,0,AM Tea 500,beverages,Elite Mart,Ahmedabad,20925.0
FMR33103602,2025-03-01,789103,25891601,188,2025-03-03,2025-03-03,150,0,1,0,AM Tea 500,beverages,Vijay Stores,Vadodara,42300.0
FMR33201602,2025-03-01,789201,25891601,180,2025-03-03,2025-03-03,171,0,1,0,AM Tea 500,beverages,Rel Fresh,"New Jersey, US",93734.71
FMR34622602,2025-03-01,789622,25891601,96,2025-03-04,2025-03-04,91,0,1,0,AM Tea 500,beverages,Expert Mart,Vadodara,21600.0
FMR32101601,2025-03-01,789101,25891601,124,2025-03-02,2025-03-02,124,1,1,1,AM Tea 500,beverages,Costco Wholesale,"New Jersey, US",64572.8
FMR34220601,2025-03-01,789220,25891601,78,2025-03-04,2025-03-04,78,1,1,1,AM Tea 500,beverages,ShopRite,"New Jersey, US",40618.38
FMR34122601,2025-03-01,789122,25891601,68,2025-03-04,2025-03-07,61,0,0,0,AM Tea 500,beverages,Coolblue,Vadodara,15300.0
FMR33321601,2025-03-01,789321,25891601,157,2025-03-03,2025-03-05,157,1,0,0,AM Tea 500,beverages,Chiptec Stores,Ahmedabad,35325.0
FMR33903601,2025-03-01,789903,25891601,93,2025-03-03,2025-03-03,84,0,1,0,AM Tea 500,beverages,Elite Mart,Vadodara,20925.0
FMR34621601,2025-03-01,789621,25891601,170,2025-03-04,2025-03-07,170,1,0,0,AM Tea 500,beverages,Expert Mart,Ahmedabad,38250.0
FMR32421601,2025-03-01,789421,25891601,108,2025-03-02,2025-03-02,103,0,1,0,AM Tea 500,beverages,Lotus Mart,Ahmedabad,24300.0
FMR34421601,2025-03-01,789421,25891601,75,2025-03-04,2025-03-05,75,1,0,0,AM Tea 500,beverages,Lotus Mart,Ahmedabad,16875.0
FMR33102601,2025-03-01,789102,25891601,180,2025-03-03,2025-03-03,180,1,1,1,AM Tea 500,beverages,Vijay Stores,Ahmedabad,40500.0
FMR33401603,2025-03-01,789401,25891203,429,2025-03-03,2025-03-03,429,1,1,1,AM Butter 500,Dairy,Wegmans,"New Jersey, US",335101.6
FMR32501601,2025-03-01,789501,25891601,139,2025-03-02,2025-03-02,139,1,1,1,AM Tea 500,beverages,Best Market,"New Jersey, US",72384.03
FMR32603203,2025-03-01,789603,25891203,460,2025-03-02,2025-03-03,460,1,0,0,AM Butter 500,Dairy,Info Stores,Vadodara,138000.0
FMR34420402,2025-03-01,789420,25891402,353,2025-03-04,2025-03-05,353,1,0,0,AM Curd 100,Dairy,Lidl,"New Jersey, US",61274.73
FMR34401402,2025-03-01,789401,25891402,468,2025-03-04,2025-03-06,468,1,0,0,AM Curd 100,Dairy,Wegmans,"New Jersey, US",81236.75
FMR34720402,2025-03-01,789720,25891402,472,2025-03-04,2025-03-05,448,0,0,0,AM Curd 100,Dairy,Colonial Farms,"New Jersey, US",81931.08
FMR34721503,2025-03-01,789721,25891402,436,2025-03-04,2025-03-04,414,0,1,0,AM Curd 100,Dairy,Logic Stores,Ahmedabad,8720.0
FMR34601402,2025-03-01,789601,25891402,208,2025-03-04,2025-03-04,208,1,1,1,AM Curd 100,Dairy,Price Rite,"New Jersey, US",36105.22
FMR32520603,2025-03-01,789520,25891402,287,2025-03-02,2025-03-02,258,0,1,0,AM Curd 100,Dairy,Fairway Market,"New Jersey, US",49818.26
FMR33503502,2025-03-01,789503,25891402,450,2025-03-03,2025-03-03,450,1,1,1,AM Curd 100,Dairy,Viveks Stores,Vadodara,9000.0
